,0,1
25205,7.2,432.0
25208,5.8,99.0
25209,7.0,56.0
25210,6.5,9.0
25211,5.1,7.0
25212,6.1,27.0
25214,6.0,3.0
25216,6.6,5.0
25218,5.6,130.0
25221,6.6,52.0
25222,0.0,0.0
25223,5.8,27.0
25224,4.7,33.0
25228,5.9,16.0
25229,6.3,13.0
25232,5.9,10.0
25234,5.6,49.0
25236,8.0,1.0
25237,8.3,921.0
25239,6.0,427.0
25240,0.0,0.0
25241,5.0,81.0
25242,7.5,4.0
25245,0.0,0.0
25248,7.0,51.0
25249,0.0,0.0
25251,6.8,164.0
25252,5.6,5.0
25253,7.8,399.0
25255,10.0,1.0
25256,6.0,4.0
25259,3.8,8.0
25260,5.3,2.0
25262,7.4,12.0
25263,0.0,0.0
25264,7.6,104.0
25266,5.8,30.0
25269,6.0,40.0
25272,5.7,20.0
25278,6.7,102.0
25279,8.1,17.0
25280,0.0,0.0
25282,0.0,0.0
25283,6.4,23.0
25284,6.8,246.0
25287,5.5,5.0
25289,7.0,11.0
25293,6.0,31.0
25295,4.7,3.0
25296,7.0,40.0
25297,6.0,36.0
25300,7.1,852.0
25303,7.6,22.0
25305,6.3,57.0
25310,8.0,3.0
25312,6.3,16.0
25314,7.5,12.0
25315,6.2,7.0
25318,7.3,147.0
25319,6.6,208.0
25320,6.8,33.0
25326,7.5,6.0
25329,6.1,147.0
25330,6.5,162.0
25334,7.5,11.0
25335,6.2,32.0
25336,7.0,2.0
25337,7.1,7.0
25338,7.2,96.0
25339,9.0,2.0
25350,6.5,79.0
25352,8.3,27.0
25353,4.4,35.0
25354,6.0,20.0
25355,6.7,101.0
25356,4.7,17.0
25358,7.0,8.0
25359,5.5,4.0
25360,6.2,32.0
25361,5.8,26.0
25363,4.0,2.0
25364,7.9,479.0
25366,4.2,5.0
25369,4.6,4.0
25372,6.1,9.0
25373,5.9,17.0
25376,8.0,2009.0
25377,3.9,92.0
25379,6.7,25.0
25381,6.3,44.0
25384,5.8,23.0
25385,6.1,36.0
25386,6.1,22.0
25387,5.8,11.0
25388,5.8,58.0
25389,6.6,196.0
25391,3.8,20.0
25392,5.9,62.0
25394,8.0,2.0
25395,4.4,26.0
25396,4.8,11.0
25400,6.0,52.0
25403,7.5,308.0
25405,7.2,117.0
25407,5.8,15.0
25409,6.6,15.0
25413,6.4,34.0
25422,3.6,11.0
25423,4.7,18.0
25425,6.1,10.0
25426,4.6,11.0
25428,5.3,14.0
25430,6.9,159.0
25431,7.1,218.0
25432,5.1,25.0
25434,5.9,7.0
25435,7.1,12.0
25436,4.3,16.0
25437,0.0,0.0
25438,6.1,118.0
25439,3.2,6.0
25440,6.5,11.0
25441,6.2,10.0
25443,6.0,1.0
25445,6.7,23.0
25446,5.3,7.0
25447,5.3,41.0
25448,0.0,0.0
25449,6.0,3.0
25450,5.4,5.0
25452,2.2,3.0
25455,4.8,2.0
25456,5.3,2.0
25457,6.4,5.0
25458,6.1,5.0
25460,6.2,110.0
25461,7.3,33.0
25462,6.6,61.0
25465,7.5,22.0
25466,6.2,130.0
25467,4.8,21.0
25468,7.6,255.0
25469,8.5,2.0
25470,0.0,0.0
25471,7.4,38.0
25472,6.3,215.0
25473,6.7,85.0
25474,6.6,76.0
25475,6.7,784.0
25476,7.1,140.0
25478,0.0,0.0
25482,4.5,18.0
25484,6.4,29.0
25485,5.4,7.0
25487,3.5,4.0
25489,2.0,1.0
25492,6.6,4.0
25494,5.9,15.0
25495,6.9,76.0
25496,6.6,4.0
25497,5.9,56.0
25498,4.0,7.0
25499,6.8,41.0
25500,5.6,33.0
25501,6.1,47.0
25502,6.7,32.0
25503,6.3,36.0
25504,7.0,200.0
25505,6.2,14.0
25506,6.3,19.0
25507,4.8,5.0
25508,7.0,409.0
25509,6.6,20.0
25510,5.9,27.0
25511,4.8,13.0
25512,5.5,23.0
25516,6.9,152.0
25517,5.5,11.0
25518,7.1,154.0
25519,6.7,57.0
25520,6.5,61.0
25521,3.0,1.0
25523,6.0,195.0
25524,4.5,10.0
25525,6.7,15.0
25527,7.5,61.0
25528,5.3,112.0
25530,5.8,16.0
25532,6.6,49.0
25536,6.7,87.0
25537,4.8,20.0
25538,7.9,363.0
25539,6.8,134.0
25540,5.4,13.0
25541,7.2,48.0
25544,6.0,28.0
25545,8.5,2.0
25548,6.6,11.0
25549,6.2,19.0
25550,5.8,8.0
25551,6.8,46.0
25553,6.5,48.0
25554,3.7,3.0
25556,6.2,169.0
25557,5.8,131.0
25558,0.0,0.0
25559,10.0,1.0
25560,7.0,130.0
25562,6.2,198.0
25563,6.7,50.0
25564,5.3,18.0
25565,6.9,212.0
25566,7.1,108.0
25567,0.0,0.0
25568,7.6,8.0
25569,8.0,7.0
25571,6.3,84.0
25572,6.9,20.0
25573,5.1,28.0
25576,6.8,6.0
25577,4.7,6.0
25579,3.0,22.0
25581,0.0,0.0
25583,6.1,4.0
25584,6.4,6.0
25585,6.2,22.0
25587,6.0,189.0
25590,6.1,16.0
25592,3.4,7.0
25594,5.8,78.0
25596,1.0,1.0
25597,6.6,139.0
25598,6.7,106.0
25599,7.3,149.0
25600,6.0,11.0
25602,6.0,250.0
25603,7.0,12.0
25604,7.4,14.0
25606,7.8,702.0
25608,4.2,11.0
25618,6.6,10.0
25619,7.0,5.0
25621,6.6,20.0
25622,6.3,4.0
25623,7.4,420.0
25624,6.6,77.0
25625,6.5,70.0
25626,5.1,35.0
25627,6.3,139.0
25628,4.9,41.0
25629,6.6,22.0
25630,7.0,54.0
25631,4.9,65.0
25633,6.8,45.0
25634,6.5,4.0
25635,6.8,4.0
25636,6.5,53.0
25637,6.0,13.0
25638,5.5,28.0
25639,5.3,20.0
25641,6.8,47.0
25642,6.3,254.0
25643,5.9,557.0
25645,6.6,57.0
25646,3.1,11.0
25647,6.7,72.0
25648,7.0,165.0
25649,6.6,181.0
25650,7.3,52.0
25651,5.3,24.0
25652,6.3,39.0
25653,5.8,20.0
25654,5.6,5.0
25655,5.9,37.0
25656,6.9,26.0
25657,7.2,38.0
25658,8.2,5.0
25659,5.9,20.0
25660,6.5,38.0
25661,6.8,16.0
25662,3.7,3.0
25663,5.7,7.0
25664,6.7,63.0
25665,5.9,43.0
25666,5.7,31.0
25667,5.3,11.0
25670,7.0,267.0
25672,6.5,36.0
25673,7.4,278.0
25674,5.9,29.0
25675,7.0,46.0
25676,7.0,433.0
25677,0.0,0.0
25678,5.4,198.0
25680,7.4,118.0
25682,4.7,118.0
25684,4.7,90.0
25687,7.2,7.0
25688,6.9,48.0
25689,4.9,8.0
25690,5.9,42.0
25693,4.6,24.0
25694,6.1,35.0
25695,6.9,29.0
25696,5.9,9.0
25697,4.5,15.0
25698,6.6,26.0
25699,7.1,38.0
25700,6.1,4.0
25701,5.0,12.0
25704,5.0,241.0
25705,4.9,12.0
25706,5.7,13.0
25707,4.1,15.0
25708,0.0,0.0
25710,0.0,0.0
25712,2.8,21.0
25713,4.0,26.0
25714,4.8,40.0
25715,3.5,17.0
25716,7.3,150.0
25719,6.4,57.0
25720,6.0,29.0
25721,6.3,7.0
25722,4.5,12.0
25723,5.8,75.0
25724,5.6,4.0
25726,6.7,37.0
25728,6.4,33.0
25729,4.1,10.0
25730,4.8,4.0
25731,0.0,0.0
25735,4.6,11.0
25736,7.1,231.0
25738,7.1,34.0
25739,6.6,5.0
25740,7.1,14.0
25741,5.6,116.0
25744,6.0,85.0
25745,7.2,27.0
25746,7.2,30.0
25747,6.5,17.0
25748,4.7,158.0
25749,4.8,128.0
25750,4.4,104.0
25751,4.0,111.0
25752,4.7,130.0
25753,4.0,78.0
25754,4.5,144.0
25755,6.8,28.0
25756,6.2,136.0
25757,5.9,21.0
25758,4.0,5.0
25760,5.0,1.0
25761,4.8,4.0
25762,5.1,9.0
25763,5.1,67.0
25766,0.0,0.0
25767,6.3,101.0
25768,7.7,239.0
25769,6.1,1089.0
25770,6.1,65.0
25771,8.2,132.0
25772,5.0,1.0
25773,7.2,13.0
25774,7.0,12.0
25778,6.6,19.0
25780,6.0,4.0
25781,6.2,26.0
25782,6.6,5.0
25783,6.4,37.0
25784,5.9,8.0
25786,6.5,35.0
25787,6.3,11.0
25788,5.7,10.0
25793,7.4,1352.0
25794,5.4,4.0
25795,5.8,17.0
25796,6.2,46.0
25797,6.8,68.0
25799,7.0,17.0
25801,5.3,16.0
25802,3.0,1.0
25803,7.6,20.0
25805,4.5,31.0
25807,5.4,14.0
25808,5.4,9.0
25809,4.0,1.0
25810,5.8,4.0
25821,6.0,4.0
25822,0.0,0.0
25823,0.0,0.0
25825,4.0,2.0
25827,5.7,8.0
25831,6.7,171.0
25832,5.5,28.0
25834,5.7,144.0
25835,0.0,0.0
25838,7.9,90.0
25839,7.7,11.0
25842,7.2,94.0
25844,5.3,5.0
25845,5.5,2.0
25846,7.2,532.0
25848,6.5,34.0
25850,6.0,8.0
25852,6.2,47.0
25853,5.2,200.0
25854,5.6,21.0
25855,6.4,40.0
25857,0.0,0.0
25858,7.7,180.0
25862,6.5,17.0
25864,6.8,5.0
25865,10.0,1.0
25866,7.4,506.0
25867,5.5,53.0
25868,6.1,67.0
25869,4.7,38.0
25870,3.2,10.0
25872,4.7,30.0
25874,5.7,43.0
25875,6.3,65.0
25876,6.2,24.0
25877,5.3,3.0
25878,0.0,0.0
25882,6.4,10.0
25884,6.1,52.0
25886,4.4,17.0
25887,4.2,6.0
25888,6.3,5.0
25889,6.4,4.0
25890,5.3,20.0
25891,5.4,78.0
25892,6.5,33.0
25893,5.7,12.0
25894,6.6,21.0
25895,6.0,1.0
25898,6.7,95.0
25900,6.6,35.0
25901,5.7,3.0
25903,3.8,10.0
25904,7.8,107.0
25905,7.9,83.0
25906,1.0,1.0
25907,5.6,12.0
25908,7.0,31.0
25909,5.3,6.0
25911,5.2,31.0
25912,6.9,8.0
25913,6.3,439.0
25914,6.8,35.0
25915,6.4,28.0
25918,6.6,71.0
25919,5.6,8.0
25920,6.4,13.0
25921,5.8,22.0
25922,5.7,39.0
25924,7.1,14.0
25925,5.1,21.0
25926,7.3,5.0
25927,6.2,76.0
25929,10.0,1.0
25930,7.7,17.0
25931,0.0,0.0
25932,7.0,4.0
25933,7.0,4.0
25934,7.5,236.0
25935,6.4,86.0
25936,7.7,70.0
25937,6.5,20.0
25938,6.1,16.0
25939,7.4,30.0
25941,6.8,776.0
25943,5.7,76.0
25944,5.7,93.0
25946,5.0,1.0
25947,6.7,9.0
25948,0.0,0.0
25949,0.0,0.0
25951,6.9,70.0
25952,5.6,31.0
25953,2.5,11.0
25955,7.4,202.0
25956,6.6,38.0
25957,6.2,5.0
25959,5.2,6.0
25960,5.7,3.0
25961,6.8,203.0
25962,6.5,14.0
25964,5.5,37.0
25965,0.0,0.0
25967,5.4,141.0
25968,6.0,198.0
25969,6.5,68.0
25970,6.9,133.0
25971,5.5,7.0
25973,4.9,19.0
25974,3.7,24.0
25975,6.1,42.0
25976,3.5,2.0
25977,4.8,23.0
25979,8.3,69.0
25982,0.0,0.0
25983,6.3,535.0
25985,6.9,15.0
25986,6.6,6.0
25988,6.6,117.0
25990,4.2,12.0
25991,5.6,5.0
25992,6.9,8.0
25993,6.0,108.0
25994,6.5,43.0
25997,9.0,1.0
25998,6.2,139.0
25999,7.3,4.0
26001,0.0,0.0
26002,5.6,5.0
26004,0.0,0.0
26005,7.5,64.0
26007,5.7,3.0
26009,7.1,46.0
26010,6.2,58.0
26011,4.9,72.0
26012,4.3,2.0
26014,6.1,65.0
26015,6.1,63.0
26016,7.3,8.0
26017,8.1,7.0
26018,6.6,44.0
26019,6.4,12.0
26020,7.2,11.0
26022,8.1,1010.0
26023,4.8,2.0
26024,0.0,0.0
26025,7.8,5.0
26028,7.0,20.0
26030,7.3,171.0
26031,7.1,120.0
26032,6.4,62.0
26033,5.0,2.0
26034,0.0,0.0
26035,6.1,168.0
26036,7.3,119.0
26037,8.3,14.0
26038,6.5,106.0
26039,7.0,268.0
26040,6.3,63.0
26041,5.7,15.0
26042,4.7,55.0
26044,5.4,114.0
26046,6.0,3.0
26054,6.4,7.0
26056,6.9,8.0
26057,7.1,7.0
26058,7.5,6.0
26103,5.5,58.0
26108,6.7,101.0
26109,6.0,1.0
26110,0.0,0.0
26111,6.7,10.0
26112,0.0,0.0
26113,6.3,9.0
26114,7.3,67.0
26116,5.2,50.0
26117,10.0,1.0
26118,7.6,22.0
26119,6.5,97.0
26120,7.1,8.0
26121,4.9,24.0
26122,4.8,2.0
26123,5.2,1464.0
26124,6.2,51.0
26125,5.0,20.0
26127,6.0,112.0
26129,4.1,13.0
26130,6.9,30.0
26131,6.8,14.0
26132,3.5,4.0
26133,7.4,30.0
26134,5.5,4.0
26136,6.8,4.0
26137,6.6,15.0
26138,6.3,44.0
26140,7.2,11.0
26141,5.5,99.0
26142,6.6,60.0
26143,7.0,10.0
26144,4.3,16.0
26145,7.5,16.0
26146,6.2,26.0
26147,5.4,27.0
26149,6.8,165.0
26150,4.6,8.0
26151,5.8,4.0
26152,5.5,56.0
26153,4.2,33.0
26154,5.5,1.0
26155,4.9,21.0
26156,5.6,31.0
26158,5.8,10.0
26162,6.4,15.0
26163,2.8,6.0
26165,6.1,50.0
26166,5.3,18.0
26167,6.9,62.0
26168,4.4,5.0
26169,6.0,23.0
26170,6.3,240.0
26171,6.8,790.0
26172,6.2,47.0
26173,6.9,114.0
26174,6.8,52.0
26175,6.9,129.0
26176,5.8,27.0
26177,6.4,147.0
26178,5.7,123.0
26179,5.6,47.0
26180,6.0,191.0
26181,6.6,7.0
26182,6.4,47.0
26185,6.1,58.0
26186,6.7,19.0
26187,6.9,7.0
26188,0.0,0.0
26189,5.4,181.0
26190,6.2,46.0
26191,6.8,61.0
26193,6.0,2.0
26195,5.9,20.0
26196,5.9,49.0
26198,5.7,173.0
26199,6.2,15.0
26201,7.3,88.0
26202,6.4,43.0
26203,6.2,131.0
26204,6.4,42.0
26205,6.8,72.0
26207,7.3,6.0
26208,3.8,9.0
26209,0.0,0.0
26213,0.0,0.0
26214,5.0,9.0
26215,5.3,41.0
26217,4.0,1.0
26218,0.0,0.0
26219,6.9,8.0
26220,5.6,7.0
26221,7.0,2.0
26222,5.0,1.0
26223,5.5,87.0
26224,4.8,6.0
26225,5.5,33.0
26226,6.7,3.0
26228,0.0,0.0
26229,4.8,5.0
26230,4.3,39.0
26232,7.1,35.0
26233,4.4,58.0
26234,7.3,134.0
26235,6.9,27.0
26236,6.4,6.0
26237,7.3,90.0
26239,9.8,2.0
26240,4.0,8.0
26241,4.5,18.0
26242,6.7,24.0
26243,6.4,76.0
26244,6.8,5.0
26245,6.6,30.0
26246,7.6,13.0
26247,7.2,46.0
26250,7.5,13.0
26251,8.0,8.0
26252,7.3,98.0
26254,5.7,6.0
26256,5.5,1.0
26258,5.3,94.0
26259,6.6,91.0
26261,5.2,93.0
26262,0.0,0.0
26263,5.7,205.0
26264,4.4,393.0
26265,6.4,12.0
26266,5.7,40.0
26267,5.8,73.0
26268,6.7,122.0
26269,5.9,131.0
26270,2.8,16.0
26272,9.0,1.0
26273,6.2,7.0
26274,5.5,3.0
26275,6.9,135.0
26276,6.0,3.0
26277,6.4,58.0
26278,6.4,95.0
26279,5.0,1.0
26280,7.5,954.0
26281,5.3,2.0
26282,6.1,28.0
26283,5.6,27.0
26285,6.4,394.0
26286,6.9,71.0
26289,4.8,19.0
26290,6.5,47.0
26291,5.6,57.0
26292,5.7,12.0
26293,4.7,22.0
26294,5.9,9.0
26295,7.5,2.0
26296,7.2,34.0
26298,6.3,17.0
26299,5.9,27.0
26300,4.2,50.0
26301,5.2,23.0
26302,7.6,165.0
26303,7.0,8.0
26304,6.0,1.0
26305,7.3,22.0
26306,6.8,61.0
26309,3.7,3.0
26311,5.6,4.0
26312,6.3,7.0
26314,5.2,28.0
26316,5.4,15.0
26317,7.9,519.0
26318,6.0,1.0
26319,6.9,52.0
26320,6.2,346.0
26321,5.8,6.0
26323,6.1,19.0
26326,6.5,104.0
26327,6.0,45.0
26328,4.9,7.0
26329,6.0,45.0
26331,7.0,82.0
26332,7.1,61.0
26333,6.8,164.0
26334,4.3,51.0
26335,4.5,4.0
26336,6.5,26.0
26337,6.0,77.0
26339,0.0,0.0
26340,2.8,20.0
26341,4.7,5.0
26342,4.1,45.0
26344,5.3,4.0
26346,0.0,0.0
26347,6.7,28.0
26349,8.0,1.0
26351,6.3,3.0
26352,5.8,82.0
26353,3.7,17.0
26355,6.5,115.0
26356,6.6,125.0
26357,5.2,6.0
26358,3.5,4.0
26359,0.0,0.0
26360,7.9,24.0
26361,0.0,0.0
26362,8.2,5.0
26363,8.8,4.0
26364,7.2,5.0
26365,0.0,0.0
26366,7.1,12.0
26367,6.5,106.0
26368,7.0,5.0
26369,4.7,37.0
26370,5.6,11.0
26372,7.6,159.0
26373,5.0,12.0
26374,5.0,2.0
26376,7.0,8.0
26378,6.3,22.0
26379,6.4,63.0
26380,6.3,18.0
26381,4.5,18.0
26385,5.2,12.0
26386,5.3,132.0
26387,6.5,27.0
26388,6.6,2302.0
26389,6.2,1621.0
26390,6.3,734.0
26391,5.0,74.0
26398,5.0,122.0
26400,5.0,5.0
26405,7.4,191.0
26408,7.3,49.0
26422,6.5,124.0
26425,5.8,17.0
26426,4.6,6.0
26427,7.3,15.0
26428,7.0,1152.0
26429,5.0,5.0
26430,6.5,13.0
26431,6.8,42.0
26432,7.0,1.0
26434,7.8,9.0
26436,6.7,30.0
26437,5.0,12.0
26439,3.2,10.0
26440,3.3,14.0
26441,5.6,148.0
26443,6.2,7.0
26444,6.6,122.0
26446,5.5,45.0
26447,5.8,18.0
26450,6.0,51.0
26451,8.2,572.0
26452,5.0,74.0
26454,6.3,58.0
26455,6.4,37.0
26460,5.2,8.0
26461,7.4,47.0
26463,5.7,41.0
26465,4.9,6.0
26466,6.9,1899.0
26467,5.2,6.0
26468,2.7,7.0
26469,5.0,8.0
26470,7.0,6.0
26471,3.4,8.0
26472,3.6,4.0
26473,8.5,2.0
26475,6.1,58.0
26476,9.0,3.0
26477,6.0,30.0
26478,5.7,9.0
26479,6.2,10.0
26480,6.0,89.0
26481,5.1,16.0
26482,3.9,17.0
26483,6.5,23.0
26486,5.9,65.0
26487,0.0,0.0
26489,6.0,4.0
26490,6.0,1.0
26491,7.3,53.0
26493,4.0,1.0
26494,6.0,1.0
26495,6.5,74.0
26496,5.1,17.0
26497,5.5,39.0
26498,5.0,6.0
26499,7.1,12.0
26501,6.8,6.0
26502,6.9,75.0
26503,6.1,93.0
26504,6.2,60.0
26505,5.7,1449.0
26506,4.9,12.0
26507,5.0,2.0
26508,7.7,105.0
26509,6.1,31.0
26510,4.5,11.0
26513,7.4,123.0
26514,6.8,45.0
26515,6.3,323.0
26516,7.0,114.0
26517,6.8,184.0
26518,6.3,111.0
26520,6.5,71.0
26522,6.9,122.0
26525,6.4,51.0
26526,5.9,4.0
26528,7.0,18.0
26529,5.5,5.0
26530,6.5,23.0
26531,6.8,83.0
26533,5.6,16.0
26535,6.8,83.0
26536,6.7,6.0
26537,5.8,29.0
26538,6.8,68.0
26539,6.9,56.0
26540,7.0,86.0
26541,4.7,12.0
26542,6.5,38.0
26546,6.7,34.0
26547,6.9,52.0
26550,5.3,18.0
26551,6.3,3.0
26554,5.6,117.0
26555,5.2,57.0
26556,7.2,14.0
26557,7.6,25.0
26558,6.4,47.0
26559,5.6,14.0
26560,6.1,86.0
26561,6.7,51.0
26562,7.0,1.0
26563,0.0,0.0
26564,7.6,184.0
26565,5.8,4.0
26566,6.3,30.0
26567,6.5,8.0
26569,6.5,20.0
26570,6.5,4.0
26571,7.0,21.0
26572,4.5,3.0
26573,5.3,41.0
26574,6.0,22.0
26575,4.5,2.0
26576,6.4,11.0
26577,4.2,3.0
26578,6.7,113.0
26579,5.9,121.0
26580,7.2,30.0
26581,5.8,70.0
26582,5.1,8.0
26583,5.3,72.0
26584,6.3,33.0
26587,5.5,173.0
26588,5.1,60.0
26589,6.3,10.0
26592,5.9,14.0
26593,6.4,176.0
26594,6.6,285.0
26595,5.1,7.0
26596,7.5,292.0
26598,7.2,124.0
26599,7.0,1.0
26600,7.0,26.0
26601,7.5,11.0
26602,5.4,150.0
26603,5.9,153.0
26606,6.8,135.0
26607,6.8,6.0
26610,6.9,169.0
26612,6.5,97.0
26614,7.3,74.0
26615,5.9,12.0
26616,4.5,2.0
26617,7.2,378.0
26621,7.5,54.0
26622,7.0,15.0
26623,3.8,38.0
26624,9.0,1.0
26625,2.0,2.0
26626,5.1,34.0
26627,8.7,23.0
26629,4.7,195.0
26631,4.0,7.0
26635,6.8,22.0
26636,4.8,68.0
26637,5.7,10.0
26638,7.4,320.0
26639,6.6,48.0
26640,0.0,0.0
26641,5.7,20.0
26642,5.1,42.0
26643,3.9,28.0
26644,5.8,20.0
26645,4.4,10.0
26647,1.0,1.0
26648,6.8,236.0
26651,5.4,13.0
26652,6.0,32.0
26653,4.9,17.0
26654,6.6,42.0
26655,5.4,84.0
26656,5.2,37.0
26657,6.0,14.0
26659,5.6,65.0
26660,10.0,1.0
26661,6.3,78.0
26662,7.5,127.0
26663,6.2,15.0
26665,6.6,22.0
26666,6.2,13.0
26670,7.2,140.0
26672,7.1,87.0
26673,3.1,16.0
26674,5.6,35.0
26675,5.2,39.0
26676,5.4,44.0
26677,5.1,62.0
26678,5.9,16.0
26679,4.8,63.0
26680,5.1,82.0
26681,3.6,10.0
26682,5.9,54.0
26684,4.9,5.0
26685,6.4,84.0
26686,5.9,77.0
26687,6.5,35.0
26688,5.5,459.0
26689,6.1,138.0
26690,6.8,151.0
26691,6.0,819.0
26693,6.0,65.0
26694,6.9,18.0
26695,7.7,12.0
26697,4.2,6.0
26699,6.1,11.0
26700,7.1,68.0
26701,7.1,41.0
26702,6.2,26.0
26703,4.6,25.0
26706,0.0,0.0
26707,0.0,0.0
26710,4.5,43.0
26712,7.1,69.0
26714,6.4,15.0
26715,4.8,231.0
26716,7.1,27.0
26718,6.3,45.0
26719,6.9,219.0
26722,5.4,72.0
26723,7.2,56.0
26725,4.8,73.0
26726,5.3,2.0
26727,8.0,1.0
26728,5.2,37.0
26730,7.1,142.0
26731,5.7,28.0
26736,6.6,1234.0
26738,4.0,20.0
26739,7.0,1.0
26740,5.8,20.0
26741,7.0,8.0
26742,5.0,4.0
26743,6.2,13.0
26744,6.7,87.0
26746,2.5,2.0
26747,5.8,21.0
26748,7.1,249.0
26750,6.8,8.0
26751,3.0,2.0
26752,7.0,58.0
26753,6.9,15.0
26755,6.9,46.0
26757,6.3,6.0
26758,6.2,38.0
26761,6.5,55.0
26762,6.8,47.0
26763,7.2,31.0
26764,0.0,0.0
26765,6.9,12.0
26766,6.8,6.0
26768,5.3,14.0
26769,6.8,37.0
26770,0.0,0.0
26771,6.6,19.0
26772,4.4,5.0
26773,6.2,26.0
26774,6.2,98.0
26775,7.2,5.0
26776,6.1,8.0
26777,6.0,6.0
26779,6.2,6.0
26780,6.0,4.0
26781,6.4,26.0
26782,7.6,109.0
26784,7.6,9.0
26788,5.5,4.0
26789,5.8,124.0
26790,7.0,5.0
26791,6.6,14.0
26792,6.8,20.0
26793,6.1,27.0
26796,5.7,24.0
26797,6.9,32.0
26798,6.0,47.0
26799,6.8,4.0
26801,5.8,4.0
26802,0.0,0.0
26803,6.9,24.0
26804,5.2,6.0
26805,5.3,16.0
26807,5.1,8.0
26808,4.6,4.0
26809,7.0,102.0
26810,6.5,17.0
26811,6.6,109.0
26812,5.0,2.0
26813,7.4,57.0
26814,5.7,31.0
26815,6.8,81.0
26816,8.0,2.0
26818,7.0,7.0
26819,7.0,4.0
26820,6.4,113.0
26821,0.0,0.0
26823,6.1,32.0
26824,5.7,11.0
26825,5.8,8.0
26826,7.1,10.0
26827,5.6,168.0
26829,5.5,4.0
26830,6.5,34.0
26832,4.4,14.0
26834,3.3,3.0
26835,0.0,0.0
26836,6.5,19.0
26837,6.0,23.0
26838,6.2,19.0
26840,6.2,82.0
26841,4.8,9.0
26842,7.3,256.0
26843,7.3,123.0
26845,6.8,147.0
26846,5.2,32.0
26847,5.0,39.0
26849,5.6,5.0
26850,5.7,67.0
26851,7.3,47.0
26852,5.3,3.0
26853,0.0,0.0
26854,5.6,36.0
26855,6.2,10.0
26856,10.0,1.0
26857,6.5,107.0
26859,6.8,8.0
26860,5.9,183.0
26861,4.9,20.0
26864,5.8,45.0
26865,6.3,54.0
26866,6.4,137.0
26867,5.2,5.0
26868,6.5,2.0
26869,0.0,0.0
26871,2.7,3.0
26872,6.6,8.0
26873,5.5,32.0
26875,6.7,27.0
26877,5.3,38.0
26879,6.2,13.0
26880,5.9,11.0
26881,6.1,93.0
26882,6.4,21.0
26883,6.5,79.0
26884,6.8,35.0
26886,6.8,32.0
26887,0.0,0.0
26888,6.3,12.0
26889,6.7,59.0
26890,6.2,67.0
26891,6.0,42.0
26892,0.0,0.0
26893,7.1,88.0
26894,3.9,19.0
26896,6.6,14.0
26897,0.0,0.0
26899,7.0,76.0
26900,7.4,233.0
26904,0.0,0.0
26905,6.7,45.0
26906,6.0,5.0
26907,5.4,18.0
26908,5.3,8.0
26909,0.0,0.0
26910,7.5,46.0
26911,5.9,23.0
26912,6.8,165.0
26914,3.9,315.0
26916,5.2,6.0
26919,0.0,0.0
26921,5.3,9.0
26922,4.1,47.0
26923,6.3,22.0
26924,6.3,14.0
26925,6.6,31.0
26926,8.5,4.0
26927,4.2,5.0
26928,5.8,25.0
26929,3.2,5.0
26930,4.2,6.0
26932,5.6,110.0
26934,5.4,15.0
26935,7.7,52.0
26936,6.8,142.0
26937,4.5,9.0
26939,6.1,27.0
26940,6.9,94.0
26941,6.0,21.0
26942,4.8,10.0
26943,2.2,10.0
26945,7.7,115.0
26946,5.1,50.0
26947,5.5,61.0
26948,6.6,10.0
26949,6.1,111.0
26950,6.0,1.0
26952,6.0,4.0
26953,5.8,244.0
26954,6.1,124.0
26955,7.8,162.0
26956,6.5,109.0
26957,5.7,78.0
26958,5.0,66.0
26959,4.5,64.0
26960,4.2,83.0
26961,4.0,47.0
26962,4.6,44.0
26963,7.4,507.0
26965,7.4,13.0
26966,4.0,1.0
26967,0.0,0.0
26969,5.3,13.0
26971,5.7,20.0
26972,6.8,16.0
26973,7.0,221.0
26974,5.7,30.0
26976,7.3,80.0
26977,4.4,4.0
26978,5.2,87.0
26983,6.7,55.0
26984,5.7,66.0
26985,5.3,24.0
26986,5.0,5.0
26987,5.9,34.0
26988,7.5,6.0
26990,5.4,25.0
26994,6.0,1.0
26995,7.3,8.0
26998,6.8,12.0
27001,6.6,4.0
27003,6.4,46.0
27004,5.9,182.0
27005,4.3,2.0
27006,1.8,2.0
27007,6.5,52.0
27009,2.7,16.0
27010,6.4,9.0
27011,7.0,1.0
27012,6.0,14.0
27016,6.3,34.0
27017,6.6,34.0
27018,6.0,11.0
27019,6.9,88.0
27020,6.6,35.0
27022,6.1,4245.0
27023,5.8,38.0
27027,5.9,12.0
27028,2.5,2.0
27029,7.1,119.0
27030,7.7,161.0
27031,8.2,143.0
27033,7.2,117.0
27034,5.9,18.0
27035,6.6,46.0
27036,6.9,53.0
27037,6.0,12.0
27040,7.8,263.0
27042,6.7,67.0
27043,8.2,6.0
27045,6.8,38.0
27046,4.8,62.0
27052,6.3,48.0
27053,7.8,172.0
27056,4.8,7.0
27057,0.0,0.0
27058,4.2,19.0
27059,7.2,13.0
27061,6.3,42.0
27062,6.5,22.0
27064,7.8,183.0
27065,1.0,1.0
27066,4.7,120.0
27070,4.3,18.0
27072,8.0,79.0
27073,6.8,75.0
27074,6.8,24.0
27076,4.6,8.0
27079,6.4,14.0
27083,5.0,8.0
27085,5.7,125.0
27089,6.5,4.0
27090,7.5,64.0
27091,5.7,21.0
